Hostname,Graphana Host String,,,CPU,MEMORY,LATENCY,RX/TX
N5kC5596Up.ac17-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac17-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3758,,,,
N5kC5596Up.ac18-storage-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac18-storage-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3921,,,,
N5kC5596Up.ac19-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac19-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3508,,,,
N5kC5596Up.ac2-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac2-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3329,,,,
N5kC5596Up.ac20-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac20-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.367,,,,
N5kC5596Up.ac21-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac21-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3351,,,,
N5kC5596Up.ac22-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac22-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3351,,,,
N5kC5596Up.ac25-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac25-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.378,,,,
N5kC5596Up.ac26-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac26-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3508,,,,
N5kC5596Up.ac27-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac27-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.4168,,,,
N5kC5596Up.ac28-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac28-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3658,,,,
N5kC5596Up.ac29-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac29-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3429,,,,
N5kC5596Up.ac29-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac29-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3739,,,,
N5kC5596Up.ac3-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac3-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3339,,,,
N5kC5596Up.ac30-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac30-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3811,,,,
N5kC5596Up.ac30-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac30-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.3711,,,,
N5kC5596Up.ac31-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac31-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.358,,,,
N5kC5596Up.ac32-compute-bd-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac32-compute-bd-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.306,,,,
N5kC5596Up.ac4-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac4-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.388,,,,
N5kC5596Up.ac5-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac5-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,6.0272,,,,
N5kC5596Up.ac6-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac6-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.4569,,,,
N5kC5596Up.ac7-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac7-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.353,,,,
N5kC5596Up.ac8-compute-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N5kC5596Up.ac8-compute-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.409,,,,
N77c7710.di1-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.di1-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,10.0141,,,,
N77c7710.di2-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.di2-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.0629,,,,
N77c7710.qdc-c-di01-admin__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.qdc-c-di01-admin__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.508,,,,
N77c7710.qdc-c-di02-admin__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.qdc-c-di02-admin__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.828,,,,
N77c7710.sc1-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.sc1-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7648,,,,
N77c7710.sc2-c-qcy__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N77c7710.sc2-c-qcy__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7591,,,,
N9KC9372PX.qcy-iae-di1__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-di1__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.638,,,,
N9KC9372PX.qcy-iae-di2__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-di2__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.592,,,,
N9KC9372PX.qcy-iae-sc1__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-sc1__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6399,,,,
N9KC9372PX.qcy-iae-sc2__mgmt0_dcnet_intuit_net,collectd.network.QCY-C.nx-os.N9KC9372PX.qcy-iae-sc2__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6771,,,,
m9513.qyfcsw02a_corp_intuit_net,collectd.network.QCY-C.nx-os.m9513.qyfcsw02a_corp_intuit_net.latency,6/20/16 14:25,0.577,,,,
m9513.qyfcsw02b_corp_intuit_net,collectd.network.QCY-C.nx-os.m9513.qyfcsw02b_corp_intuit_net.latency,6/20/16 14:25,0.6011,,,,
C210.qdc-esds-se-01-mgmt_intuit_net,collectd.network.QCY-C.ucs.C210.qdc-esds-se-01-mgmt_intuit_net.latency,6/20/16 14:25,0.8998,,,,
C210.sprdcucilo301_corp_intuit_net,collectd.network.QCY-C.ucs.C210.sprdcucilo301_corp_intuit_net.latency,6/20/16 14:25,-2,,,,
C210.sprdcucilo302_corp_intuit_net,collectd.network.QCY-C.ucs.C210.sprdcucilo302_corp_intuit_net.latency,6/20/16 14:25,-2,,,,
C210.sprdcucilo303_corp_intuit_net,collectd.network.QCY-C.ucs.C210.sprdcucilo303_corp_intuit_net.latency,6/20/16 14:25,-2,,,,
C220.QDCUMGT-CIMPRI-I-01_corp_intuit_net,collectd.network.QCY-C.ucs.C220.QDCUMGT-CIMPRI-I-01_corp_intuit_net.latency,6/20/16 14:25,1.972,,,,
UCVirtualMachine.sprdcuccups302_corp_intuit_net,collectd.network.QCY-C.ucv.UCVirtualMachine.sprdcuccups302_corp_intuit_net.latency,6/20/16 14:25,0.5651,,,,
UCVirtualMachine.sprdcuccups304_corp_intuit_net,collectd.network.QCY-C.ucv.UCVirtualMachine.sprdcuccups304_corp_intuit_net.latency,6/20/16 14:25,0.504,,,,
UCVirtualMachine.sprdcucsub303_corp_intuit_net,collectd.network.QCY-C.ucv.UCVirtualMachine.sprdcucsub303_corp_intuit_net.latency,6/20/16 14:25,0.5069,,,,
UCVirtualMachine.sprdcucsub304_corp_intuit_net,collectd.network.QCY-C.ucv.UCVirtualMachine.sprdcucsub304_corp_intuit_net.latency,6/20/16 14:25,0.5879,,,,
UCVirtualMachine.sprdcuctftp302_corp_intuit_net,collectd.network.QCY-C.ucv.UCVirtualMachine.sprdcuctftp302_corp_intuit_net.latency,6/20/16 14:25,0.5028,,,,
UCVirtualMachine.sprdcucucs302_corp_intuit_net,collectd.network.QCY-C.ucv.UCVirtualMachine.sprdcucucs302_corp_intuit_net.latency,6/20/16 14:25,2.4929,,,,
ASA5585Ssp40.qdc-sl01-fw01-pri__be_dcnet_intuit_net,collectd.network.QCY-D.asa.ASA5585Ssp40.qdc-sl01-fw01-pri__be_dcnet_intuit_net.latency,6/20/16 14:25,0.5612,,,,
ASA5585Ssp40.qdc-sl01-fw01-sec__be_dcnet_intuit_net,collectd.network.QCY-D.asa.ASA5585Ssp40.qdc-sl01-fw01-sec__be_dcnet_intuit_net.latency,6/20/16 14:25,2.1741,,,,
N5kC5596Up.qdc-pl01-rtr01__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-pl01-rtr01__lo222_dcnet_intuit_net.latency,6/20/16 14:25,0.6628,,,,
N5kC5596Up.qdc-pl01-rtr02__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-pl01-rtr02__lo222_dcnet_intuit_net.latency,6/20/16 14:25,0.679,,,,
N5kC5596Up.qdc-sl01-rtr01__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-sl01-rtr01__lo222_dcnet_intuit_net.latency,6/20/16 14:25,0.6351,,,,
N5kC5596Up.qdc-sl01-rtr02__lo222_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N5kC5596Up.qdc-sl01-rtr02__lo222_dcnet_intuit_net.latency,6/20/16 14:25,0.6471,,,,
N7Kc7010.qdc-spn-rtr01__lo200_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr01__lo200_dcnet_intuit_net.latency,6/20/16 14:25,0.6392,,,,
N7Kc7010.qdc-spn-rtr02__lo200_dcnet_intuit_net,collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr02__lo200_dcnet_intuit_net.latency,6/20/16 14:25,0.6361,,,,
N7Kc7010.qdc-spn-rtr02_lo20012345679101112131415161718192021222324252627282930,collectd.network.QCY-D.nx-os.N7Kc7010.qdc-spn-rtr02_lo20012345679101112131415161718192021222324252627282930.latency,6/20/16 14:25,0.648,,,,
ASA5585Ssp60.qdc-e-fwm01-pri__mnet-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fwm01-pri__mnet-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fwm01-sec__mnet-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fwm01-sec__mnet-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fwn01-pri__npub-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fwn01-pri__npub-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fwn01-sec__npub-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fwn01-sec__npub-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fwp01-pri__pub-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fwp01-pri__pub-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fwp01-sec__pub-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fwp01-sec__pub-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fws01-pri__sen-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fws01-pri__sen-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
ASA5585Ssp60.qdc-e-fws01-sec__sen-outside_dcnet_intuit_net,collectd.network.QCY-E.asa.ASA5585Ssp60.qdc-e-fws01-sec__sen-outside_dcnet_intuit_net.latency,6/20/16 14:25,-2,,,,
BIG-IP_10250.qdc-e-lbn01__mgmt_dcnet_intuit_net,collectd.network.QCY-E.f5.BIG-IP_10250.qdc-e-lbn01__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.5579,,,,
BIG-IP_10250.qdc-e-lbn02__mgmt_dcnet_intuit_net,collectd.network.QCY-E.f5.BIG-IP_10250.qdc-e-lbn02__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.5791,,,,
BIG-IP_10250.qdc-e-lbp01__mgmt_dcnet_intuit_net,collectd.network.QCY-E.f5.BIG-IP_10250.qdc-e-lbp01__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.5879,,,,
BIG-IP_10250.qdc-e-lbp02__mgmt_dcnet_intuit_net,collectd.network.QCY-E.f5.BIG-IP_10250.qdc-e-lbp02__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.5319,,,,
BIG-IP_10250.qdc-e-lbsm01__mgmt_dcnet_intuit_net,collectd.network.QCY-E.f5.BIG-IP_10250.qdc-e-lbsm01__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,0.5562,,,,
BIG-IP_10250.qdc-e-lbsm02__mgmt_dcnet_intuit_net,collectd.network.QCY-E.f5.BIG-IP_10250.qdc-e-lbsm02__mgmt_dcnet_intuit_net.latency,6/20/16 14:25,5.0948,,,,
1410.qdc-e-acib01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib01__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.8042,,,,
1410.qdc-e-acib02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib02__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7651,,,,
1410.qdc-e-acib03__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib03__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.879,,,,
1410.qdc-e-acib04__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acib04__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7911,,,,
1410.qdc-e-acst01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acst01__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7899,,,,
1410.qdc-e-acst02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.1410.qdc-e-acst02__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7629,,,,
N6kC600164T.qdc-e-accmp001__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp001__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7041,,,,
N6kC600164T.qdc-e-accmp002__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp002__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7682,,,,
N6kC600164T.qdc-e-accmp003__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp003__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7849,,,,
N6kC600164T.qdc-e-accmp004__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp004__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.8159,,,,
N6kC600164T.qdc-e-accmp005__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp005__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7842,,,,
N6kC600164T.qdc-e-accmp006__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp006__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7591,,,,
N6kC600164T.qdc-e-accmp007__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp007__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.757,,,,
N6kC600164T.qdc-e-accmp008__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp008__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.737,,,,
N6kC600164T.qdc-e-accmp009__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp009__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7589,,,,
N6kC600164T.qdc-e-accmp010__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp010__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.828,,,,
N6kC600164T.qdc-e-accmp011__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp011__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,2.295,,,,
N6kC600164T.qdc-e-accmp012__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp012__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7989,,,,
N6kC600164T.qdc-e-accmp013__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp013__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7598,,,,
N6kC600164T.qdc-e-accmp014__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp014__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.771,,,,
N6kC600164T.qdc-e-accmp015__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp015__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7579,,,,
N6kC600164T.qdc-e-accmp016__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp016__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7441,,,,
N6kC600164T.qdc-e-accmp017__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp017__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7288,,,,
N6kC600164T.qdc-e-accmp018__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp018__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7758,,,,
N6kC600164T.qdc-e-accmp019__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp019__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.772,,,,
N6kC600164T.qdc-e-accmp020__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp020__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.8159,,,,
N6kC600164T.qdc-e-accmp021__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp021__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7589,,,,
N6kC600164T.qdc-e-accmp022__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp022__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.1849,,,,
N6kC600164T.qdc-e-accmp023__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp023__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7548,,,,
N6kC600164T.qdc-e-accmp024__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp024__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.787,,,,
N6kC600164T.qdc-e-accmp025__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp025__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,6.7141,,,,
N6kC600164T.qdc-e-accmp026__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp026__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7949,,,,
N6kC600164T.qdc-e-accmp027__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp027__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7632,,,,
N6kC600164T.qdc-e-accmp028__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp028__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.004,,,,
N6kC600164T.qdc-e-accmp029__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp029__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.782,,,,
N6kC600164T.qdc-e-accmp030__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp030__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.694,,,,
N6kC600164T.qdc-e-accmp031__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp031__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.034,,,,
N6kC600164T.qdc-e-accmp032__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp032__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7501,,,,
N6kC600164T.qdc-e-accmp033__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp033__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,8.0519,,,,
N6kC600164T.qdc-e-accmp034__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp034__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7322,,,,
N6kC600164T.qdc-e-accmp035__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp035__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.803,,,,
N6kC600164T.qdc-e-accmp036__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N6kC600164T.qdc-e-accmp036__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.7019,,,,
N77c7710.qdc-e-di01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-di01__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,1.5619,,,,
N77c7710.qdc-e-di02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-di02__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.4599,,,,
N77c7710.qdc-e-sc01__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-sc01__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,4.1142,,,,
N77c7710.qdc-e-sc02__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N77c7710.qdc-e-sc02__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.9279,,,,
N9KC9396TX.qdc-e-accmp037__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp037__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.644,,,,
N9KC9396TX.qdc-e-accmp038__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp038__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.608,,,,
N9KC9396TX.qdc-e-accmp039__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp039__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6211,,,,
N9KC9396TX.qdc-e-accmp040__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp040__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.5569,,,,
N9KC9396TX.qdc-e-accmp045__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp045__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.617,,,,
N9KC9396TX.qdc-e-accmp046__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp046__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.633,,,,
N9KC9396TX.qdc-e-accmp047__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp047__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6001,,,,
N9KC9396TX.qdc-e-accmp048__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp048__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.5989,,,,
N9KC9396TX.qdc-e-accmp049__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp049__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.6452,,,,
N9KC9396TX.qdc-e-accmp050__mgmt0_dcnet_intuit_net,collectd.network.QCY-E.nx-os.N9KC9396TX.qdc-e-accmp050__mgmt0_dcnet_intuit_net.latency,6/20/16 14:25,0.591,,,,
